Protein_Name	GH_family	Enzyme	Cluster_annotation	Cluster_description	Cluster_ID	Validation_status	Reference	EggNOG_Best_Hit	EggNOG_bestHit_pident	Bifidobacteria_species	GH_family-F1_threshold	GH-cluster threshold	HMG-utilization
SAMN15470845_1047_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	97.6	Bifidobacterium sp	88.400	88.400	No
SAMN15470817_828_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	96.3	Bifidobacterium choladohabitans	88.400	88.400	No
SAMN15470884_145_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	96.3	Bifidobacterium sp	88.400	88.400	No
SAMN15470807_1323_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1147128.BAST_0561	99.7	Bifidobacterium asteroides	88.400	88.400	No
SAMN02604114_566_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1147128.BAST_0561	100.0	Bifidobacterium asteroides	88.400	88.400	No
SAMN15470882_153_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	96.3	Bifidobacterium sp	88.400	88.400	No
SAMN15470880_351_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	97.6	Bifidobacterium sp	88.400	88.400	No
SAMN15470846_1060_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1147128.BAST_0561	99.3	Bifidobacterium sp	88.400	88.400	No
SAMN15470860_1430_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1147128.BAST_0561	99.7	Bifidobacterium sp	88.400	88.400	No
SAMN03269133_499_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	98.3	Bifidobacterium asteroides	88.400	88.400	No
SAMN02338864_776_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	100.0	Bifidobacterium sp	88.400	88.400	No
SAMN07731035_144_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	97.7	Bifidobacterium asteroides	88.400	88.400	No
SAMN05912982_410_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1147128.BAST_0561	100.0	Bifidobacterium asteroides	88.400	88.400	No
SAMN03269159_547_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	96.4	Bifidobacterium asteroides	88.400	88.400	No
SAMN15470881_143_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	96.3	Bifidobacterium choladohabitans	88.400	88.400	No
SAMN15470806_803_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1147128.BAST_0561	99.3	Bifidobacterium asteroides	88.400	88.400	No
SAMN08297246_544_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1147128.BAST_0561	99.5	Bifidobacterium asteroides	88.400	88.400	No
SAMN02338863_453_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394175.AWUN01000001_gene1444	100.0	Bifidobacterium sp	88.400	88.400	No
SAMN15470879_1090_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	97.6	Bifidobacterium apousia	88.400	88.400	No
SAMN02442012_1693_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1147128.BAST_0561	100.0	Bifidobacterium asteroides	88.400	88.400	No
SAMN08297249_531_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	96.9	Bifidobacterium asteroides	88.400	88.400	No
SAMN15470859_1111_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	96.1	Bifidobacterium choladohabitans	88.400	88.400	No
SAMN12340366_945_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	97.6	Bifidobacterium apousia	88.400	88.400	No
SAMN15470808_1223_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1147128.BAST_0561	99.4	Bifidobacterium asteroides	88.400	88.400	No
SAMN03198202_483_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GanA, scardovii-1)"	Putative beta-galactosidase (scardovii)	SAMD00061046_2246_GH42	Putative	https://www.ncbi.nlm.nih.gov/protein/673000426	158787.BSCA_0528	99.0	Bifidobacterium scardovii	82.000	82.000	No
SAMN17801138_877_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GanA, scardovii-1)"	Putative beta-galactosidase (scardovii)	SAMD00061046_2246_GH42	Putative	https://www.ncbi.nlm.nih.gov/protein/673000426	158787.BSCA_0528	99.0	Bifidobacterium scardovii	82.000	82.000	No
SAMN02673452_222_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GanA, scardovii-1)"	Putative beta-galactosidase (scardovii)	SAMD00061046_2246_GH42	Putative	https://www.ncbi.nlm.nih.gov/protein/673000426	158787.BSCA_0528	100.0	Bifidobacterium scardovii	82.000	82.000	No
SAMN02442005_1851_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GanA, scardovii-1)"	Putative beta-galactosidase (scardovii)	SAMD00061046_2246_GH42	Putative	https://www.ncbi.nlm.nih.gov/protein/673000426	158787.BSCA_0528	100.0	Bifidobacterium scardovii	82.000	82.000	No
SAMEA8395117_387_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GanA, scardovii-1)"	Putative beta-galactosidase (scardovii)	SAMD00061046_2246_GH42	Putative	https://www.ncbi.nlm.nih.gov/protein/673000426	158787.BSCA_0528	99.0	Bifidobacterium scardovii	82.000	82.000	No
SAMN03443793_2295_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GanA, scardovii-1)"	Putative beta-galactosidase (scardovii)	SAMD00061046_2246_GH42	Putative	https://www.ncbi.nlm.nih.gov/protein/673000426	158787.BSCA_0528	100.0	Bifidobacterium scardovii	82.000	82.000	No
PRJEB795_681_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	547043.BIFPSEUDO_03150	100.0	Bifidobacterium pseudocatenulatum	82.000	82.000	No
SAMN18120540_1313_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	78345.BMERY_1270	97.8	Bifidobacterium sp	82.000	82.000	No
SAMN10459557_1_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN10459556_1_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN06464092_1562_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN06464094_1544_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN19732124_300_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN02941905_50_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN15533300_61_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN19732120_300_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMEA51820918_423_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN03273367_50_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN02604239_50_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN06464095_17_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN02726251_51_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN10239584_1546_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN02603215_50_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN10863267_47_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMEA3138972_1549_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN10459555_1_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN11944589_1555_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMEA51823168_32_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN06464093_1557_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN08948999_1548_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN11944588_1557_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN10459554_1_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN12569105_1580_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN08107561_331_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN02603934_50_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN13663592_50_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN19732118_300_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN10459546_106_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	98.7	Bifidobacterium animalis	82.000	82.000	No
SAMN10817706_50_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN10459553_1_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN02604350_50_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMEA7846412_1158_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN09858435_141_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN16477311_50_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN10459552_1_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN08948996_1000_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN10459548_1_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN02469791_34_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN09684768_50_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMD00168441_313_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN02604238_50_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN06464091_1561_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN18436807_1693_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN08948998_1499_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN10459549_1_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN05916063_16_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN05631165_50_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN11944590_1555_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMN02603172_50_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
SAMEA5851964_50_GH42	GH42	β-galactosidase	GH42 - β-galactosidase I (GanA)	beta-galactosidase I	PRJEB795_681_GH42	Experiment	PMID: 23663691 https://www.ncbi.nlm.nih.gov/protein/671343542	552531.BIF_01474	100.0	Bifidobacterium animalis	82.000	82.000	No
